1stFlrSF,3SsnPorch,BldgType,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MasVnrArea,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Sale Price
1506,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,592,2,0,5,1,2008.0,1506,0,0,2,0,0,14587,4,75.0,0,184,0,7,21,174,4,9,2,0,1,1,5,0,1,6,1498,0,2008,2008,2,12.484208043148733
980,0,0,3,394,0,2,0,0,2,1,2,2,0,156,5,1,1,2,6,496,2,3,5,1,1988.0,1714,1,4,5,3,0,10421,4,80.0,3,18,500,2,14,66,4,7,2,0,1,1,4,0,1,7,980,228,1988,1988,4,12.188422799337028
983,0,0,2,660,0,0,1,0,2,1,2,2,0,156,3,0,1,2,4,423,1,3,5,1,1989.0,1750,0,0,0,3,0,12508,4,75.0,0,0,1300,6,11,0,6,6,2,0,1,1,4,0,1,7,983,245,1940,1985,2,11.982935344196433
1836,0,0,3,24,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,484,2,0,5,1,2004.0,1836,0,0,2,2,0,9100,4,70.0,3,0,0,9,5,33,4,7,2,0,1,3,4,0,1,8,1860,120,2004,2005,0,12.28690580994122
1690,0,0,1,1416,0,0,1,0,2,1,2,2,0,0,2,1,2,3,4,841,3,0,5,3,2003.0,3279,1,0,5,0,1,53504,1,47.0,1,290,0,5,22,36,4,8,2,0,1,3,4,210,1,12,1650,503,2003,2003,4,13.195615697878253
858,0,0,0,685,0,2,1,0,2,1,2,2,0,0,3,0,1,1,6,576,2,3,5,5,1983.0,858,0,4,6,3,0,7252,1,71.0,0,0,0,3,19,0,4,5,2,0,1,3,4,0,1,5,858,120,1982,1982,3,11.812296455066814
1220,0,0,3,836,0,3,0,0,1,1,2,2,0,0,3,0,1,1,6,396,2,3,5,5,1951.0,1220,0,4,2,3,0,8877,4,67.0,3,0,0,3,7,0,4,4,2,0,1,1,4,0,1,6,836,0,1951,1951,0,11.532737896139919
1117,0,0,0,422,127,0,1,0,4,1,2,2,0,0,5,1,1,1,6,672,2,3,5,5,1976.0,1117,0,4,7,3,0,7819,4,94.0,3,0,0,2,7,0,4,6,2,0,1,1,0,0,1,6,1029,144,1976,1976,4,11.580593459194764
912,0,0,3,456,0,5,0,0,4,1,1,2,0,0,3,0,1,1,6,275,1,2,5,1,1958.0,912,0,0,2,3,0,10150,4,70.0,3,1,0,6,12,0,4,5,2,0,1,1,4,0,1,5,912,0,1958,1958,1,11.648338835562747
1973,0,0,0,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,895,3,0,5,1,2006.0,1973,0,2,2,2,0,14226,0,110.0,3,231,0,6,16,45,4,8,2,0,1,3,5,0,1,9,1935,315,2006,2006,1,12.886643575525625
1204,0,4,3,866,0,2,1,0,0,1,2,2,0,0,3,0,2,2,6,412,2,0,5,1,1998.0,1204,0,0,2,3,0,4500,2,32.0,3,209,0,5,11,247,4,6,2,0,1,3,4,0,1,5,1204,0,1998,1998,3,11.995357787034976
1614,0,0,0,20,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,865,3,2,5,1,2005.0,1614,0,0,2,2,0,11210,4,86.0,0,157,0,6,5,59,4,7,2,0,1,1,5,0,1,7,1614,144,2005,2006,0,12.308182383129823
894,0,0,3,762,0,0,1,0,4,1,2,2,0,0,1,1,1,1,6,440,2,3,5,1,1974.0,894,0,4,2,3,0,13350,4,100.0,0,0,0,5,19,0,4,5,2,0,1,3,4,0,1,5,864,241,1974,1974,0,11.86710429621008
2020,0,2,4,0,0,4,0,0,3,1,1,2,0,0,5,2,3,2,6,630,2,3,5,5,1977.0,2020,0,4,2,3,0,8400,4,60.0,3,209,0,9,20,0,4,5,2,0,1,1,4,0,1,10,0,0,1977,1977,1,11.87757552297847
1004,0,2,1,975,0,2,1,0,2,1,2,2,0,0,3,0,1,1,6,504,2,3,5,1,1977.0,1004,0,4,6,3,0,10530,4,78.0,3,49,0,4,11,0,4,6,2,0,1,1,4,0,1,4,975,0,1977,1977,0,11.813037464800539
1253,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,402,2,0,5,1,1995.0,1253,0,2,2,3,0,7875,4,63.0,3,15,0,5,8,21,4,7,2,0,1,1,4,0,1,6,1237,220,1995,1996,1,12.07824495582233
810,0,0,3,387,0,0,0,0,2,1,2,2,0,0,3,0,2,2,6,484,2,2,5,1,1992.0,1603,1,0,5,2,0,7153,4,65.0,3,0,0,6,20,124,4,6,2,0,1,1,4,0,1,7,761,0,1992,1992,0,12.077676615757813
1430,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,605,2,2,5,1,2001.0,1430,0,0,2,2,0,16285,4,67.0,1,0,0,5,5,33,4,7,2,0,1,1,4,0,1,6,1413,0,2001,2002,3,12.139403856983334
1110,0,0,0,1097,0,2,1,0,2,1,2,2,0,0,5,1,2,1,6,602,2,0,5,1,1978.0,1110,0,0,6,2,0,9101,0,73.0,0,60,0,6,11,30,5,5,2,0,1,1,4,0,1,4,1097,303,1978,1978,3,12.016732516077072
742,0,0,3,0,0,6,0,0,4,1,2,2,0,134,2,1,1,2,6,0,0,1,3,6,0.0,1484,0,0,4,3,0,6300,4,35.0,3,0,0,5,17,291,5,6,2,0,1,1,4,0,1,9,742,0,1914,2001,2,11.759793355371237
1342,0,0,3,251,630,5,0,0,4,1,1,2,0,0,2,1,1,2,6,457,2,3,5,1,1967.0,1342,0,4,2,3,0,9790,4,80.0,3,0,0,8,14,0,4,6,2,0,1,1,4,197,1,7,1372,0,1967,1967,3,11.992266613576142
966,0,0,3,686,0,3,1,0,1,1,0,2,0,196,3,0,2,2,6,416,1,3,5,5,1961.0,1652,0,4,0,3,0,10800,4,60.0,3,0,1200,5,17,0,5,5,2,0,1,1,4,0,1,7,686,0,1915,1950,4,11.842236406331555
956,0,0,3,656,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,618,2,2,5,3,2004.0,2084,1,0,5,2,0,10142,4,76.0,0,0,0,0,20,45,4,7,2,0,1,1,4,0,1,8,956,0,2004,2004,4,12.358798024384122
901,0,0,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,1,6,281,1,3,1,5,1954.0,901,0,0,2,3,0,6000,0,50.0,3,0,0,7,17,0,6,4,2,0,1,1,4,0,1,4,901,0,1954,2000,2,11.588969419043872
976,0,0,1,568,0,3,0,0,4,1,2,2,0,0,3,0,1,2,6,444,2,0,5,1,1966.0,2087,1,2,5,2,0,12205,4,80.0,0,100,0,6,4,168,7,6,2,0,1,1,4,0,1,9,832,133,1966,2007,1,12.141539457711714
1145,0,4,3,16,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,397,2,0,5,1,2005.0,1145,0,0,2,2,0,3182,4,43.0,3,2,0,8,0,16,4,7,2,0,1,1,4,0,1,5,1145,100,2005,2006,3,11.984184555794167
1062,0,0,0,539,0,0,1,0,2,1,2,2,0,0,5,2,2,1,6,539,2,2,5,1,1976.0,1062,0,4,7,3,0,11333,0,73.0,0,0,0,4,11,0,4,6,2,0,1,1,4,0,1,5,1029,120,1976,1976,1,11.896833207128452
1127,0,0,0,862,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,455,2,3,5,1,1997.0,2013,1,0,5,3,0,9920,1,92.0,0,0,0,5,15,130,4,7,2,0,1,1,4,0,1,8,1117,180,1996,1997,1,12.505402864156405
1496,0,0,0,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,474,2,0,5,1,2007.0,1496,0,0,2,2,0,9158,4,76.0,3,86,0,5,21,130,4,8,2,0,1,1,5,0,1,7,1496,168,2007,2007,1,12.323860125621126
1086,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,409,2,0,5,1,1994.0,1895,1,0,5,2,0,10832,0,65.0,0,0,500,9,8,46,4,7,2,0,1,1,4,0,1,7,712,143,1994,1996,2,12.178192583415596
888,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,476,2,3,5,1,1980.0,1564,1,4,5,3,0,8400,4,70.0,3,80,0,3,20,50,5,6,2,0,1,1,4,204,1,7,650,0,1980,1981,4,12.049424683420915
1285,0,0,3,0,0,6,0,0,4,1,2,2,0,0,5,1,1,1,6,528,2,2,5,1,1977.0,1285,1,0,2,3,0,8197,4,71.0,3,93,0,3,19,0,4,6,2,0,1,1,4,0,1,7,660,138,1977,1977,1,11.874097282798648
773,0,0,3,570,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,240,1,3,5,1,1953.0,773,0,2,2,3,0,7677,4,57.0,3,0,0,3,12,0,4,5,2,0,1,1,0,0,1,4,773,0,1953,1953,2,11.608244735642321
1966,0,0,3,0,0,6,0,0,0,1,2,2,0,0,2,2,2,3,6,820,3,0,5,3,2009.0,3140,1,0,5,0,0,13518,4,104.0,3,314,0,6,16,78,4,9,2,0,1,3,5,0,1,11,1926,144,2008,2009,3,13.091906231773164
981,0,0,3,569,0,0,1,0,2,1,1,2,0,264,5,2,0,1,6,240,1,3,5,5,1939.0,1768,1,0,0,2,0,7200,0,60.0,3,165,0,5,18,0,6,5,2,0,1,1,4,0,1,7,731,0,1937,1950,1,12.07254696717504
616,0,0,1,462,0,2,1,0,2,1,1,2,0,185,3,0,2,2,6,603,2,2,5,1,1997.0,1688,1,2,5,2,1,12798,4,79.0,0,0,400,4,4,114,4,6,2,0,1,1,4,0,1,8,616,403,1997,1997,2,12.206077645517674
1196,0,0,3,197,0,3,1,0,4,1,2,2,0,0,3,0,1,1,6,440,2,3,5,5,1957.0,1196,0,0,2,3,0,4800,4,40.0,3,0,0,6,9,0,6,4,2,0,1,1,4,0,1,5,1196,0,1916,1990,1,11.60733523953139
728,0,0,0,648,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,410,2,0,5,1,2005.0,1456,1,0,5,2,0,8199,4,63.0,3,0,0,9,5,18,4,7,2,0,1,1,4,0,1,7,728,36,2005,2005,2,12.149507585033072
1734,0,0,1,0,0,6,0,0,0,1,2,2,0,0,2,1,2,3,6,1020,3,2,5,3,2009.0,2822,1,0,5,0,0,13891,4,107.0,3,247,0,0,16,170,4,9,2,0,1,3,5,192,1,12,1734,52,2008,2009,3,13.275829251377
1128,0,0,3,812,0,3,0,0,4,1,2,2,0,0,3,0,1,1,2,286,1,3,5,1,1954.0,1128,0,4,2,3,0,9000,4,75.0,3,0,0,5,12,0,4,5,2,0,1,1,3,0,1,5,936,0,1954,1954,0,11.678448377988165
1428,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,554,2,2,5,1,2008.0,1428,0,0,2,0,0,12274,2,91.0,0,168,0,6,21,60,4,7,2,0,1,1,5,0,1,6,1417,0,2008,2008,2,12.335700805443338
980,0,0,0,400,480,0,0,0,4,1,2,2,0,0,3,0,2,2,6,384,1,0,5,1,1967.0,980,0,2,7,3,0,9750,4,75.0,3,0,0,9,12,0,4,5,2,0,1,1,4,0,1,6,980,68,1967,1967,0,11.816734299348461
1072,0,0,1,1309,0,2,2,0,4,1,2,2,0,0,5,1,1,1,6,528,2,2,5,1,1923.0,1576,1,0,5,2,0,21384,4,144.0,3,0,0,4,3,312,5,5,2,0,1,1,4,0,1,6,1324,0,1923,2004,3,12.317171167298682
1086,0,0,0,516,128,0,1,0,4,1,2,2,0,0,2,1,1,1,6,484,2,2,5,1,1966.0,1086,0,4,7,3,0,13400,4,85.0,3,321,0,5,12,0,4,5,2,0,1,1,4,0,1,6,1024,0,1966,1966,0,11.982622797311857
1075,0,0,3,0,0,6,0,0,4,0,2,2,0,0,3,0,2,2,6,360,2,3,1,5,1910.0,2138,0,4,4,3,0,8100,0,90.0,3,0,0,10,17,156,4,5,0,0,1,3,4,0,1,11,849,40,1898,1965,3,11.571203807011969
1309,0,0,3,663,377,0,1,0,4,1,2,2,0,0,1,1,1,1,6,484,2,2,5,1,1974.0,1309,1,1,2,2,0,10140,4,78.0,3,56,0,0,14,0,5,6,2,648,1,3,4,0,1,5,1040,265,1974,1999,0,12.10625783509458
848,0,4,1,662,0,2,1,0,2,1,2,2,0,0,2,1,2,1,6,420,2,0,5,1,2004.0,848,0,0,2,2,0,4438,4,70.0,3,111,0,5,5,0,4,6,2,0,1,1,4,0,1,4,848,140,2004,2004,2,11.881041706925902
1044,0,0,0,0,0,6,0,0,4,0,2,2,0,0,3,0,1,1,6,504,2,3,5,2,1952.0,1044,0,4,2,1,1,8712,4,66.0,3,0,54,5,9,0,4,5,0,0,1,3,2,0,0,4,540,0,1952,1952,4,10.932999821119937
1442,0,0,3,608,0,5,0,0,4,1,2,2,0,275,3,0,1,1,6,301,1,2,5,1,1958.0,1442,1,2,2,3,0,9750,4,75.0,3,158,500,3,12,0,5,6,2,0,1,1,4,0,1,7,1442,0,1958,1958,1,11.969723533345908
686,0,0,3,0,0,6,0,1,4,1,2,2,0,96,3,0,0,1,6,280,1,3,5,5,1955.0,1250,1,2,0,1,0,8248,4,45.0,3,0,0,6,7,0,6,5,1,0,1,1,4,0,1,7,686,207,1918,1950,0,11.661354090741
1661,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,598,2,2,5,1,1998.0,1661,0,0,2,2,0,12137,1,48.0,1,255,0,4,5,34,4,7,2,0,1,1,4,0,1,6,1649,0,1998,1998,4,12.323415584358154
1008,0,0,3,486,0,1,0,0,4,1,2,2,0,120,2,1,1,1,6,275,1,2,5,1,1954.0,1008,0,2,2,3,0,11425,0,73.0,0,0,0,6,12,0,5,5,2,0,1,1,4,0,1,4,1008,0,1954,1954,0,11.827743504053695
1689,0,0,3,1218,0,2,1,0,2,1,2,2,0,0,2,2,2,2,6,857,3,2,5,1,2002.0,1689,0,0,2,2,0,13265,1,73.0,0,93,0,6,11,59,4,8,2,0,1,3,4,0,1,7,1568,150,2002,2002,2,12.509877789891931
1052,0,0,0,504,0,2,1,0,4,1,2,2,0,0,3,0,1,1,6,440,2,3,5,1,1971.0,1052,0,2,7,3,0,8816,4,80.0,3,41,0,5,4,0,6,6,2,0,1,1,4,0,1,6,1010,0,1971,1971,4,11.951186847493476
1358,0,4,2,733,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,484,2,2,5,1,2010.0,1358,0,0,2,2,0,6371,4,44.0,0,79,0,5,16,35,4,7,2,0,1,1,5,0,1,6,1358,192,2009,2010,4,12.319405795112926
798,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,595,2,2,5,1,2003.0,1640,1,0,5,2,0,7226,1,72.0,0,0,0,5,5,45,4,7,2,0,1,1,4,0,1,6,798,0,2003,2003,2,12.117246896289503
936,0,1,3,0,0,6,0,0,1,0,2,2,0,112,3,0,1,1,3,576,2,3,5,5,1974.0,936,0,4,2,3,1,6000,4,60.0,3,0,0,1,17,32,3,4,2,0,1,1,4,0,1,4,936,0,1953,1953,3,11.440365524765756
847,0,0,1,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,433,2,0,5,3,2003.0,1733,1,0,5,2,0,12394,0,65.0,0,0,0,9,8,48,4,7,2,0,1,1,3,0,1,7,847,100,2003,2003,1,12.323860125621126
944,0,0,3,0,0,6,0,0,4,1,2,2,0,0,2,1,0,2,6,240,1,3,5,5,1940.0,1489,0,4,0,3,0,9900,4,60.0,3,0,0,6,18,0,6,6,2,0,1,1,4,0,1,7,778,335,1940,1950,3,11.845827048676645
1489,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,776,2,2,5,1,2006.0,1489,0,0,2,2,0,11216,4,81.0,3,0,0,5,21,140,4,8,2,0,1,1,5,0,1,7,1489,0,2006,2006,0,12.357079818283598
2084,0,0,0,1636,0,2,1,0,0,1,4,4,0,0,2,1,2,2,6,1220,3,0,5,1,2007.0,2084,0,0,2,0,0,14803,4,114.0,3,313,0,5,16,45,4,10,2,0,1,3,5,0,1,7,2078,188,2007,2008,2,12.861001210669146
784,0,0,3,784,0,0,1,0,4,1,2,2,0,116,3,0,0,1,6,0,0,1,3,6,0.0,784,0,2,1,2,0,6130,4,50.0,3,0,0,4,3,0,5,5,2,0,1,1,4,0,1,5,784,0,1924,1950,2,11.603688960617083
1434,0,0,3,20,0,2,0,0,2,1,2,2,0,0,5,1,2,2,6,527,2,2,5,1,2001.0,1434,0,0,2,2,0,8529,4,65.0,0,0,0,3,20,39,4,7,2,0,1,1,4,0,1,6,1454,290,2001,2001,3,12.149507585033072
1160,0,0,1,249,764,3,0,1,4,1,2,2,0,0,3,0,2,2,3,538,2,0,5,1,1967.0,2126,1,4,5,3,2,28698,1,80.0,1,0,0,5,4,0,4,5,2,0,5,0,0,225,1,7,1013,486,1967,1967,3,12.128116509451258
520,0,3,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,480,2,2,5,5,2005.0,1223,1,0,5,2,0,2544,4,24.0,3,0,0,6,21,166,4,7,2,0,1,1,4,0,1,4,600,0,2005,2005,0,11.900912042974875
1392,0,0,3,1040,0,5,1,0,4,1,2,2,0,0,2,2,1,1,6,458,2,2,5,1,1957.0,1392,1,4,2,3,0,11900,0,80.0,0,236,0,5,12,0,4,6,2,0,1,1,4,192,1,6,1392,0,1957,1957,2,12.019749091416921
520,0,4,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,480,2,2,5,5,2005.0,1200,1,0,5,2,0,3180,4,30.0,3,0,0,5,21,166,4,7,2,0,1,1,4,0,1,4,600,0,2005,2005,0,11.92504173829169
941,0,0,3,483,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,613,2,2,5,1,2003.0,1829,1,0,5,2,0,9548,1,44.0,0,145,0,0,5,39,5,7,2,0,1,1,4,0,1,7,941,192,2003,2003,4,12.37581963951765
1516,0,0,3,196,345,5,0,0,4,1,2,2,0,0,3,0,1,1,6,472,2,2,5,1,1964.0,1516,1,4,2,3,0,10004,4,100.0,3,119,0,1,12,0,5,6,2,0,1,1,4,152,1,6,1516,0,1964,1964,3,12.025755079404917
1144,0,0,3,572,0,5,1,0,4,1,2,2,0,0,3,0,1,1,6,456,2,3,5,1,1961.0,1144,0,2,2,3,0,7875,4,75.0,3,83,0,8,12,0,5,5,2,0,1,1,4,0,1,6,1144,0,1961,1961,2,11.849047640327147
1067,0,0,3,442,0,1,0,0,2,1,2,2,0,0,3,0,1,2,3,436,2,3,5,1,1996.0,1067,0,4,2,2,0,9600,4,60.0,3,0,0,1,19,0,6,4,2,0,1,1,4,0,1,4,1067,290,1950,1995,4,11.759793355371237
1559,0,0,3,338,0,5,1,0,4,1,2,2,0,230,3,0,0,1,3,812,2,3,5,5,1948.0,1559,0,2,2,3,0,8100,4,90.0,3,0,0,5,17,116,5,5,2,0,1,1,4,0,1,5,1559,0,1948,1973,1,11.941462360646149
483,0,3,3,330,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,264,1,3,5,5,1973.0,987,1,4,5,3,0,1680,4,21.0,3,101,0,10,2,0,4,6,2,0,1,1,4,0,1,5,483,0,1973,1973,2,11.51293546492023
1099,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,1,6,352,1,3,5,1,1999.0,1099,1,0,2,2,0,9525,4,75.0,3,0,0,5,5,0,5,5,2,0,1,1,4,0,1,6,1099,278,1995,2006,2,11.87757552297847
768,0,0,3,352,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,240,1,3,5,5,1946.0,1200,0,0,0,3,0,11767,4,70.0,3,0,0,4,7,0,5,5,2,0,1,1,4,0,1,6,768,0,1946,1995,2,11.779136168550774
810,0,0,3,156,0,1,0,0,4,0,2,2,0,254,3,0,0,2,6,400,1,3,5,5,1934.0,1482,0,4,5,1,0,12155,4,60.0,0,0,0,2,18,0,7,6,1,0,1,1,4,0,1,7,672,0,1925,1950,2,11.849404844423074
958,0,0,3,0,0,6,0,0,4,1,2,2,0,68,4,1,2,2,6,686,2,3,2,5,1983.0,1539,0,2,5,2,0,10440,4,60.0,3,0,0,5,17,78,7,5,1,0,1,1,4,0,1,8,650,70,1904,2002,2,11.967187086434018
1165,0,0,1,312,539,5,1,0,4,1,2,2,0,0,3,0,1,1,6,490,2,2,2,1,1966.0,1165,1,4,7,3,0,9020,4,82.0,3,121,0,4,12,129,6,6,2,0,1,1,4,0,1,6,1127,0,1966,1966,2,12.071975378543236
1800,0,2,3,0,0,6,0,0,4,0,0,2,0,0,3,0,1,2,6,0,0,1,3,6,0.0,1800,0,0,2,3,0,8000,0,80.0,3,0,0,6,12,0,3,5,2,0,1,1,4,0,1,10,1800,0,1961,1961,1,11.856522261533737
876,0,0,2,0,0,6,0,0,4,1,0,2,0,194,2,1,0,1,6,720,3,3,5,5,1949.0,1416,1,2,0,3,0,12665,4,100.0,0,0,0,5,17,0,7,5,2,0,1,1,4,0,1,7,876,418,1915,1950,2,11.944064817531656
1701,0,0,1,1390,0,0,1,0,2,1,5,2,0,0,5,2,1,2,3,611,2,0,5,2,1975.0,1701,0,4,6,3,0,16647,1,71.0,0,0,0,0,19,0,4,5,2,0,1,1,4,0,1,6,1390,0,1975,1981,1,12.049424683420915
1006,0,0,3,513,0,0,1,0,2,1,2,2,0,192,5,1,2,2,6,425,2,3,5,1,1993.0,1775,1,0,5,2,0,9317,4,75.0,3,84,0,6,20,72,4,7,2,0,1,1,4,0,1,7,740,234,1993,1993,3,12.269052139516223
864,0,0,0,460,0,1,1,0,4,1,2,2,0,0,1,1,1,1,6,338,1,3,5,1,1972.0,864,0,0,2,3,0,15523,1,36.0,0,0,0,7,5,0,5,5,2,0,1,1,4,0,1,5,864,0,1972,1972,3,11.80186424743109
1307,0,0,3,0,0,6,0,0,4,1,2,2,0,0,2,1,0,3,6,360,2,3,1,5,1908.0,2358,0,4,0,3,0,45600,4,75.0,1,0,0,8,4,40,7,6,2,0,1,1,4,175,1,10,907,486,1908,1997,2,12.388398368982115
1094,0,0,3,0,0,6,0,0,4,1,1,2,0,0,5,1,1,2,6,512,2,2,5,1,1976.0,1855,1,0,7,3,0,9600,2,80.0,3,224,0,7,24,100,6,6,2,0,1,3,4,0,1,7,528,113,1976,1994,1,12.138869243416009
848,0,4,0,659,0,2,1,0,2,1,2,2,0,0,3,0,2,1,6,420,2,0,5,1,2003.0,848,0,0,2,2,0,4435,4,36.0,3,112,0,10,5,0,4,6,2,0,1,1,4,0,1,3,848,140,2003,2003,1,11.78676973513378
1456,0,4,1,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,400,2,0,5,1,2003.0,1456,0,0,2,2,0,3196,4,43.0,3,16,0,4,0,20,4,8,2,0,1,1,4,0,1,7,1273,143,2003,2003,0,12.278397958261774
918,0,0,3,364,0,5,0,0,4,1,2,2,0,0,2,2,1,2,6,240,1,3,5,5,1941.0,1646,0,2,4,3,0,7128,4,53.0,3,0,0,7,6,0,4,7,2,0,1,1,4,126,1,7,918,0,1941,1950,1,12.00762780434872
1445,0,0,1,564,0,5,0,0,4,1,2,2,0,0,1,1,1,1,6,645,2,2,5,1,1964.0,1445,1,4,7,3,0,12095,0,73.0,0,69,0,7,12,0,5,6,2,0,1,1,4,0,1,7,1127,180,1964,1964,3,11.970356641102999
1779,0,0,2,306,1085,0,1,0,4,1,2,2,0,0,2,1,1,1,6,454,2,3,5,1,1955.0,1779,1,4,2,3,0,17920,4,102.0,3,0,0,6,19,418,3,5,2,0,1,3,0,312,1,6,1763,0,1955,1974,0,12.04355959836804
1040,0,0,3,659,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,260,1,3,5,5,1962.0,1040,1,0,2,3,0,6897,0,71.0,0,0,0,3,19,104,7,5,2,0,1,1,4,0,1,6,1040,0,1962,2010,4,11.751950239425476
1026,0,0,1,505,435,2,1,0,2,1,2,2,0,34,3,0,1,1,6,576,2,3,5,5,1981.0,1026,0,4,7,3,1,10970,4,70.0,0,0,0,9,5,0,5,6,2,0,1,1,4,0,1,5,940,0,1978,1978,2,11.898194668458823
702,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,343,2,0,5,1,1994.0,1481,1,2,5,3,0,8125,4,65.0,3,0,0,2,8,36,4,6,2,0,1,1,4,0,1,6,702,0,1994,1995,3,12.066816325306588
1370,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,479,2,2,5,1,1976.0,1370,0,4,2,3,0,10400,4,80.0,3,125,0,5,14,0,4,7,2,0,1,1,3,0,1,6,1090,0,1976,1976,3,11.931642378754141
1512,0,0,2,619,0,1,1,0,4,1,3,2,0,0,2,1,1,2,6,619,2,3,5,1,1968.0,2654,1,4,5,2,0,11029,0,80.0,0,144,0,7,14,65,6,6,2,0,1,1,4,222,1,9,1054,0,1968,1984,0,12.429220196836383
912,0,0,3,0,0,6,0,0,4,1,2,2,0,0,2,1,0,1,6,216,1,3,5,5,1925.0,1426,1,2,0,2,0,7642,0,55.0,3,0,0,5,6,240,7,7,2,0,1,1,4,0,1,7,912,0,1918,1998,1,12.154521423145216
1039,0,1,2,841,0,1,1,0,4,1,2,2,0,0,3,0,2,1,6,504,2,3,5,1,1965.0,1039,1,0,2,3,0,11625,4,75.0,3,0,0,3,19,0,3,5,2,0,1,3,4,0,1,6,1039,0,1965,1965,4,11.78676973513378
1097,0,0,3,338,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,480,2,3,5,1,1986.0,1097,0,4,2,3,0,9672,0,81.0,3,0,0,4,20,0,4,6,2,0,1,3,4,0,1,6,1040,0,1984,1985,4,11.931642378754141
1148,0,0,3,1148,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,672,1,3,5,1,1959.0,1148,0,4,2,3,0,7931,4,70.0,3,0,0,6,12,0,4,5,2,0,1,3,4,0,1,6,1148,0,1959,1959,3,11.794345471549745
1372,0,0,3,0,0,6,0,0,0,1,2,2,0,0,3,0,2,2,6,529,2,0,5,1,2008.0,1372,0,0,2,2,0,8640,4,72.0,3,0,0,4,21,140,4,7,2,0,1,1,5,0,1,6,1372,0,2007,2008,2,12.43153750053306
1002,0,0,3,828,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,902,2,3,5,5,1973.0,1002,0,4,2,3,0,8750,4,73.0,0,40,0,7,12,0,5,5,2,0,1,1,4,0,1,5,1002,0,1970,1970,3,11.908346971208951
1646,0,0,0,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,870,3,2,5,1,2007.0,1646,0,0,2,2,0,10656,4,67.0,0,179,0,10,23,80,4,8,2,0,1,1,5,0,1,6,1638,192,2006,2007,1,12.424810506025395
1120,0,0,3,932,0,0,1,0,4,1,1,2,0,0,3,0,1,1,6,544,2,2,5,1,1961.0,1120,1,4,2,1,0,6970,0,85.0,3,0,400,4,19,0,4,4,2,0,1,1,4,0,1,5,1040,168,1961,1961,1,11.767575435251748
1547,0,0,4,0,0,4,0,0,3,1,1,2,0,0,5,1,3,2,6,672,2,3,5,1,1979.0,2320,0,2,5,3,0,14762,0,65.0,1,0,0,4,8,144,5,5,1,0,1,1,4,0,1,7,0,120,1948,1950,0,12.037659911047468
